1615249080000,52292.14,52325.49,52288.15,52299.03,89.584,4685704.99892
1615249020000,52352.94,52352.95,52288.79,52292.14,106.939,5594297.63458
1615248960000,52265.39,52354.78,52248.43,52353.04,364.353,19056671.51597
1615248900000,52357.99,52393.89,52240.0,52265.39,441.703,23106650.59974
1615248840000,52351.26,52358.0,52321.37,52357.99,63.98,3348676.47823
1615248780000,52372.33,52383.99,52300.62,52351.27,222.609,11649500.74956
1615248720000,52312.27,52383.86,52301.1,52372.32,191.961,10048297.80829
1615248660000,52290.01,52320.0,52260.0,52312.28,113.372,5928494.3519
1615248600000,52332.55,52348.12,52290.0,52290.0,141.583,7407751.13631
1615248540000,52294.83,52337.97,52287.14,52332.54,95.84,5013612.38346
1615248480000,52369.04,52369.04,52237.81,52294.83,503.034,26300974.23012
1615248420000,52378.43,52419.39,52344.67,52369.04,154.005,8066425.83707
1615248360000,52365.42,52398.05,52300.0,52378.91,317.818,16633667.21058
1615248300000,52349.46,52437.39,52340.0,52365.42,277.911,14560401.36713
1615248240000,52507.2,52507.21,52341.4,52347.0,598.052,31347923.4433
1615248180000,52568.85,52590.0,52507.19,52507.75,412.953,21706657.55742
1615248120000,52542.35,52580.0,52496.35,52568.86,669.958,35207101.10381
1615248060000,52495.34,52578.56,52487.81,52542.35,595.74,31282568.81826
1615248000000,52429.43,52514.42,52429.42,52495.34,742.2,38955109.87753
1615247940000,52330.58,52444.0,52320.87,52429.43,262.552,13756022.82191
1615247880000,52330.2,52333.0,52280.0,52330.59,117.115,6125707.83925
1615247820000,52313.31,52331.39,52272.19,52331.39,101.924,5331338.03407
1615247760000,52297.11,52336.78,52270.02,52313.27,172.664,9031129.57687
1615247700000,52321.52,52324.07,52270.0,52297.11,195.573,10226983.46562
1615247640000,52361.92,52390.0,52305.99,52321.53,132.783,6951290.37156
1615247580000,52268.42,52390.54,52268.41,52361.92,181.669,9507766.85419
1615247520000,52376.57,52399.97,52242.73,52268.41,391.742,20486619.46553
1615247460000,52427.34,52450.0,52360.32,52376.57,352.811,18490930.20906
1615247400000,52359.36,52450.0,52354.17,52425.6,500.566,26233779.53398
1615247340000,52327.46,52384.0,52316.0,52358.62,487.432,25519482.11737
1615247280000,52189.41,52331.99,52175.53,52327.46,450.781,23563451.05247
1615247220000,52137.68,52222.85,52125.07,52191.0,334.089,17436281.58597
1615247160000,52135.77,52149.48,52110.99,52137.69,109.478,5707421.05342
1615247100000,52113.56,52153.86,52105.11,52135.78,74.706,3894630.69844
1615247040000,52101.05,52131.08,52076.83,52113.58,268.517,13988717.62874
1615246980000,52140.93,52165.27,52100.0,52101.05,143.999,7507137.65619
1615246920000,52156.32,52193.03,52120.45,52140.93,297.659,15528221.81021
1615246860000,52099.98,52156.32,52094.83,52156.31,123.751,6451078.82491
1615246800000,52086.59,52110.0,52086.58,52101.91,97.548,5082439.54719
1615246740000,52072.46,52110.0,52072.45,52086.59,103.093,5370496.64032
1615246680000,52065.19,52098.99,52055.34,52072.45,127.721,6651735.45388
1615246620000,52150.0,52150.0,52051.61,52065.18,188.384,9812431.18135
1615246560000,52129.48,52170.47,52110.01,52149.69,196.001,10221769.82698
1615246500000,52032.81,52133.94,52020.0,52129.47,197.975,10311173.8355
1615246440000,52142.83,52147.27,52010.05,52034.6,341.597,17794198.83625
1615246380000,52087.89,52190.0,52069.21,52142.83,458.528,23907104.6726
1615246320000,52017.88,52139.0,51999.23,52087.82,737.605,38418006.59314
1615246260000,51935.15,52030.0,51925.06,52017.87,449.991,23390333.18198
1615246200000,51857.9,51943.09,51854.8,51935.15,427.607,22197259.76599
1615246140000,51709.13,51857.91,51709.13,51857.91,246.668,12773094.97553
1615246080000,51775.98,51790.0,51700.92,51709.13,158.255,8187241.13314
1615246020000,51795.64,51799.83,51764.41,51775.99,60.849,3150703.04889
1615245960000,51815.87,51840.0,51772.09,51795.64,238.792,12370428.19304
1615245900000,51805.75,51835.2,51802.84,51815.87,50.969,2641383.4185
1615245840000,51820.99,51833.57,51800.0,51805.17,71.921,3726278.75441
1615245780000,51812.85,51846.47,51807.86,51820.99,81.743,4236299.78639
1615245720000,51823.16,51845.17,51786.2,51812.85,69.295,3590896.11966
1615245660000,51808.09,51859.98,51808.08,51823.16,97.609,5059952.25445
1615245600000,51790.01,51841.82,51790.0,51808.08,101.175,5243041.83343
1615245540000,51801.98,51801.98,51755.28,51790.01,80.095,4147110.48496
1615245480000,51818.01,51818.01,51734.73,51801.98,206.135,10670407.03486
1615245420000,51800.82,51834.99,51800.82,51818.01,61.572,3190771.80276
1615245360000,51815.3,51817.23,51796.92,51799.91,55.014,2850031.99196
1615245300000,51806.43,51819.9,51781.82,51815.3,110.673,5733226.22179
1615245240000,51822.71,51860.0,51772.32,51806.43,146.822,7607289.06382
1615245180000,51843.23,51857.19,51808.79,51822.71,77.123,3998016.89384
1615245120000,51838.04,51884.72,51838.04,51843.22,93.31,4839190.35958
1615245060000,51911.92,51913.57,51800.0,51838.04,223.652,11595915.31237
1615245000000,51852.65,51916.28,51846.17,51911.92,136.95,7105846.68638
1615244940000,51832.29,51890.02,51805.26,51855.17,224.049,11618360.54216
1615244880000,51817.85,51839.05,51800.0,51830.71,94.87,4915674.01958
1615244820000,51775.73,51819.77,51775.73,51819.76,71.782,3718652.74838
1615244760000,51733.03,51775.74,51726.97,51775.73,78.751,4075459.14018
1615244700000,51768.0,51807.01,51700.0,51733.04,240.266,12437989.73206
1615244640000,51739.99,51770.0,51739.98,51768.74,70.892,3669163.05877
1615244580000,51721.04,51749.8,51721.03,51739.99,86.57,4478934.46457
1615244520000,51761.81,51769.96,51688.0,51721.04,94.107,4869310.77936
1615244460000,51755.97,51770.0,51740.0,51761.81,93.923,4861340.6451
1615244400000,51665.43,51759.49,51665.43,51755.98,172.956,8944431.45038
1615244340000,51619.04,51665.43,51619.04,51665.43,64.694,3340777.83846
1615244280000,51635.83,51635.83,51612.14,51619.04,42.07,2172113.2433
1615244220000,51610.33,51643.84,51610.33,51635.83,71.501,3691464.11508
1615244160000,51642.35,51642.36,51601.03,51610.34,81.819,4223806.68034
1615244100000,51726.83,51729.35,51620.06,51642.36,107.108,5534862.33659
1615244040000,51682.15,51726.85,51682.14,51726.84,120.479,6229126.08676
1615243980000,51647.55,51682.15,51631.97,51682.15,56.263,2906329.71543
